t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
irritated u love like god damn ur makin angry love u forgive u angry,2,0.187,0,0,0,0.286,0,0.286,0
"feel like word "" deny "" single song .",2,0.12,0,0,0,0.111,0,0,0
frustrating professors email office hours .,2,0.08,0,0,0,0,0,0.167,0
"Damn Fergie ! nights Adebayor 1st goalscorer loot beat Benfica home , Vidic squad",2,0.187,0,0.286,0,0.071,0,0.143,0.071
ve listened drop world times m pretty sure dog knows lyrics,2,0.147,0,0,0,0,0,0,0
Listening Slipknot ipod time,2,0.053,0,0.25,0,0,0,0,0
spoil realtion spoil things angry y ?,2,0.093,0,0,0,0,0,0.143,0
"feel like punching bosses face . . . times , choke !",2,0.16,0,0,2,0.083,0,0.167,0.083
"Outfit della digital hypster : tavola da snowboard , Macbook Air , iPhone 4 , Oxford - ish accent , boot neri , fuseaux verdi , maglia rossa .",2,0.387,0,0.103,0,0,0,0,0
"Right , jungle , fuck going ? twat .",2,0.12,0,0,0,0,0,0.111,0
changing lifestyle . . . think imma add little father loves turn hime sum luv RT . . .,2,0.253,0.053,0.053,4,0.053,0,0,0
outrage black man kills black man streets ?,2,0.107,0,0,0,0,0,0.25,0.125
GAMEDAY VS BUFORD TODAY 5:30 HOME ! ! ! ! ! ! ! ! ! EXCITED,2,0.213,0.375,0.188,8,0.125,0,0,0
"OFFA release details new Access Agreements - Lots new fee waivers ( £ 37 m ) . . . great Treasury , great students",2,0.32,0.042,0.125,3,0.083,0,0,0
"Wow . . . dads favorite throwback rappers died fiery car crash today Atlanta , sad sad 😷 😷",2,0.253,0,0.105,2,0.053,0,0,0.105
maps yeah yeah yeahs came radio today burst tears,2,0.12,0,0.111,0,0,0,0,0
enraged person gets angrier “ completely understand . ”,2,0.12,0,0,1,0.111,0,0.111,0
"Okay annoyed , good job .",2,0.08,0,0,0,0.167,0,0.167,0
. . . flat party instantly bollocked .,2,0.107,0,0,2,0.125,0,0,0
""" people think sign weakness . . . sign weakness . . . patience sign strength . "" ~ Dalai Lama",2,0.28,0,0,6,0,0,0,0
die right end . . . God help .,2,0.12,0,0,2,0.111,0,0,0.111
Ready Punch Hole Wall,2,0.053,0,0,0,0,0,0.25,0.25
Shout moms wakin prematurely ! Preciate,2,0.08,0,0,0,0,0,0.167,0
ATTENTION ! STOP BUYING SINITTA ACT !,2,0.093,0.714,0,0,0,0,0,0
hate narrow minded / arrogant people . Wake hell .,2,0.133,0,0,0,0,0,0.2,0.2
swear people piss day .,2,0.067,0,0.2,0,0,0,0.2,0
"impression arouse anger . , angry respects . ~Richard M . Nixon",2,0.16,0.083,0.083,2,0.083,0,0.167,0
"historical Jesus exist ? m finding hard prove , hearsay accounts . . . bugs . . .",2,0.24,0,0.056,5,0.056,0,0,0
Thanks TTC . driven listen Break Stuff .,2,0.107,0.125,0.125,0,0.125,0,0,0
makes things easier compact fiery burdened weight sexuality . releases transmutation,2,0.147,0,0,0,0,0,0,0
Dear Indians . . hard swallow try swallow bitter pill . . . . . Pakistan number Test cricket ! ! !,2,0.293,0,0.091,7,0,0,0.045,0
insult late Sherri Martel,2,0.053,0,0.25,0,0,0,0.25,0
"MiNUtE YOU'RE ANGRy , lOSE SECONdS hAPPiNESS .",2,0.107,0.125,0.125,0,0.125,0,0.125,0
management 4 years help think worse !,2,0.093,0,0.143,0,0,0,0,0
hate selfish people ! ask thing youcant,2,0.093,0,0,0,0,0,0.143,0.143
power letting words offend,2,0.053,0,0,0,0.25,0,0.25,0.25
lost temper cursed like crazy bitch driver morning . hate person turned,2,0.16,0,0.083,0,0.083,0,0.417,0.25
seriously mum eat yeah weird eating habit eating day,2,0.12,0,0,0,0,0,0,0
"Shut upp , mom . Like ? Youu know . .",2,0.147,0,0,1,0.091,0,0,0
read Youtube comments discussing gay marriage .,2,0.093,0,0,0,0.143,0,0,0
hard convince parents throw away pet ? ? :(,2,0.12,0,0,2,0,0,0,0
Omg secretary Jun jealous ! slammed table !,2,0.107,0,0.125,0,0,0,0.125,0
Lorraine Kelly eskzjh akjbg selkwkfja ipf eh,2,0.093,0,0.143,0,0,0,0,0
"Da er det bare å åpne luke nr 1 julekalenderen da :) Nei , det er det ikke . den spiste jeg opp mange uker siden .",2,0.36,0,0.037,0,0,0,0,0.037
avxbakhsgs WINNERS SINGLE touch damien rice music omg,2,0.107,0.25,0,0,0.25,0,0,0
dislike people offended littlest shit .,2,0.08,0,0,0,0,0,0.333,0.167
nt play physical sport fights .,2,0.08,0,0,0,0.167,0,0.167,0.167
Fuck snow hate,2,0.04,0,0.333,0,0,0,0.333,0.333
* Premier Inn TVs bolted surprisingly strongly table * Daybreak proofing ?,2,0.16,0,0.083,0,0.083,0,0,0
officially sleep . hate going sleep mad . . .,2,0.133,0,0,2,0,0,0.2,0.2
"dean saving lot ppl , bc snap nomore . .",2,0.133,0,0,1,0,0,0,0
"Bret point ? Cena , Balor , sting . . .",2,0.147,0,0.273,2,0,0,0.091,0.091
Gun Shoot Foot . .,2,0.067,0,0,1,0,0,0.4,0.4
chase fameif goingto resent itwhen startschasing you'WRDSMTH,2,0.093,0,0,0,0,0,0.143,0.143
microwaves wanna heat half meal .,2,0.08,0,0.167,0,0,0,0.167,0
work ages gets handed plate .,2,0.08,0,0,0,0,0,0,0
spend 5 minutes irritate seriously bitch shut,2,0.093,0,0.143,0,0,0,0.286,0
Saying speech best speech regret,2,0.067,0,0,0,0,0,0,0
", mess coffee",2,0.04,0,0,0,0,0,0,0
"warning : sensitive , angry , insecure baby today , UGH people large hate ignore bc literally ~ worst~",2,0.253,0.053,0.105,0,0.053,0,0.105,0.053
Tf people know ! fuxxin test !,2,0.093,0,0,0,0,0,0,0
people debating race inequality justice system like non existent ? trying aggravate .,2,0.173,0,0,0,0.077,0,0.077,0
wait Ninja turtle costume raging OSU Halloween 😈,2,0.107,0.125,0.25,0,0,0,0.125,0.125
deleting social media apps phone . snap chat insta .,2,0.133,0,0,0,0,0,0,0
seeing Alex revells face gets angry,2,0.08,0,0.167,0,0.167,0,0.167,0
think bitch atleast opinion personality,2,0.067,0,0,0,0,0,0.2,0
"Anger experience , cause problems relationships quality life gets control",2,0.133,0,0,0,0.1,0,0.1,0
"impression arouse anger . , angry respects . ~Richard M . Nixon",2,0.16,0.083,0.083,2,0.083,0,0.167,0
twitter include phrase hashtag ! ?,2,0.08,0,0,1,0,0,0,0
wanna know outrage black black crime knows victims BLM kill cops based media,2,0.173,0.077,0.077,0,0,0,0.308,0.231
"Lousy pay slip , shitty system work christmas shit",2,0.12,0,0,0,0.111,0,0.111,0
Happiness best revenge,2,0.04,0,0,0,0.333,0,0.333,0.333
bad feeling grab kids ceramics pot break ?,2,0.107,0,0,0,0.125,0,0.25,0.125
"Ananya grabbed bible , opened , started reading , said ' talk burning people ? '",2,0.213,0,0.062,1,0,0,0.062,0
Wife comment : Congress lawmakers allowed insider trade ? !,2,0.133,0,0.1,1,0,0,0,0
life gives crush mallet rid,2,0.067,0,0,0,0,0,0.2,0.2
gets aggravated fast like aggravate purpose ?,2,0.093,0,0,0,0.143,0,0.286,0
"outrage ( tweets , jokes , attention ) * exactly * M*lo wants(this meant defense )",2,0.213,0,0,1,0,0,0.062,0
talk wall screwing freeze moment comes .,2,0.093,0,0,0,0,0,0.143,0
"Gah , sprained LEFT ankle . . . got torn ligament right foot . Looks like walking cane",2,0.24,0.056,0,2,0.056,0,0,0
forgot nice area fiery hearths,2,0.067,0,0,0,0,0,0,0
Taking sm1 ans . Bottling . nid ' proper ' release . outlet . Hmmn . . .,2,0.24,0,0.056,2,0,0,0,0
Anger emotional result externalization worth .,2,0.08,0,0,0,0,0,0.167,0
"-- > bite cheek chewin somethin . business , bite spot .",2,0.16,0,0,0,0,0,0,0
got lot tokens saved wanna spam event song eyes sting m tired,2,0.16,0,0,0,0,0,0.083,0.083
times like wish vote single member congress start .,2,0.12,0,0,0,0.111,0,0,0
Bon allume madden,2,0.04,0,0.333,0,0,0,0.333,0.333
troubled soul loose heart 'cause joy peace brings beauty store outweighs hurt life sting .,2,0.2,0,0,0,0.267,0,0.133,0.133
' wanna adored ' brother alwayss sings ' wanna dog ' instead irritate,2,0.173,0,0,0,0.231,0,0.077,0
Finally uploaded file needed university server drop box . took like half hour lot cursing anger,2,0.213,0,0.062,0,0.062,0,0.125,0.062
"hate person aunt , uncle , cousin , stepdad brother cooler talking .",2,0.173,0,0,0,0.077,0,0.077,0.077
ooh look copy pasting jokes websites dick .,2,0.107,0,0,0,0,0,0.125,0
God grant serenity recieve divinity n succumb foolish mentality levels enemies . management,2,0.173,0,0,0,0.231,0,0.077,0.077
hate people try hard people think genuine people bitchiest ones talk shitt .,2,0.173,0,0,0,0,0,0.077,0.077
womb tomb ? like mind tomb tried shove theology .,2,0.133,0,0,0,0.1,0,0.1,0
"queue takes table eyeing , fine",2,0.08,0,0,0,0,0,0,0
find till today bff telling . disgusted offended .,2,0.12,0,0.111,0,0,0,0.222,0.111
"Aidy : * physics question*Aidy : ' . . . ok , gon na ask Tristan cause wanna aggravate '",2,0.267,0,0.05,5,0,0,0.05,0
testing current earth burst team,2,0.067,0,0.2,0,0,0,0,0
Wana Fight Ah Bitch Jus Release,2,0.08,0,0.167,0,0,0,0.333,0.167
Dear Santa . New xbox controller . smashed fuckin shit,2,0.133,0,0.1,0,0.1,0,0.2,0.1
happened . need smoke .,2,0.067,0,0,0,0,0,0,0
"look like raging bitch , obnoxiously laughing funny . think middle ground .",2,0.173,0,0,0,0.154,0,0.154,0.077
grandmas playing chirstmas music makes want punch things .,2,0.12,0,0,0,0.222,0,0.111,0.111
hate people think rap knowing tweet,2,0.08,0,0,0,0,0,0.167,0.167
raaah december got radio playing Want Christmas ?,2,0.107,0,0.25,0,0.25,0,0,0
sin play ' Frosty Snowman ' snow outside !,2,0.12,0,0.111,0,0.111,0,0.111,0.111
pissed people know stop,2,0.053,0,0,0,0,0,0.25,0
house da house smh hate dis hell hole,2,0.107,0,0,0,0,0,0.25,0.25
deleted filled tweets . nt ppl understand ? Money wo nt good air ? water ? food ? earth home !,2,0.28,0,0,0,0.143,0,0,0
mum drives fucking insane . >:(,2,0.08,0,0,0,0,0,0.167,0.167
log twitter phone ? ! ? ! ? ! ? ! ? !,2,0.173,0,0,9,0,0,0,0
"Anger experience , cause problems relationships quality life gets control",2,0.133,0,0,0,0.1,0,0.1,0
angry drunk lol y weirdos enjoy time,2,0.093,0,0,0,0,0,0.143,0
Try enjoy fuckin birthday dude ;),2,0.08,0,0,0,0.167,0,0,0
knows bout feeling ur thinking bout sumfing u wanna eat day wen u home sum1 fuckinf eat .,2,0.24,0,0,0,0.056,0,0.111,0
girly sense lashes nails tomboy sense black color refuse ruffle life,2,0.147,0,0,0,0,0,0.091,0
totally knew ' . Trump finally gets revenge son - - law prosecution / imprisonment throws Christie bus .,2,0.253,0,0.105,2,0,0,0.158,0.158
"lights , WiFi , fucking way making dinner .",2,0.12,0,0,0,0,0,0,0
kind need bash fucking head table right .,2,0.107,0,0,0,0.125,0,0,0
iTunes annoying complicated thing !,2,0.067,0,0,0,0,0,0.2,0
Ppl grieve different ways . . . . happen,2,0.12,0,0.111,3,0,0,0,0
husband found rabid hockey fans like waited line 4 6 window stickers SJ NHL / AHL hockey .,2,0.24,0.167,0.111,0,0.056,0,0.056,0.056
Changed clothes work pre - workout . . route gym traffic - pre workout kicking . .,2,0.227,0,0,2,0,0,0.059,0
love finding chewed $ 45 . 00 lipstick . deep deep trouble,2,0.16,0,0.167,0,0.083,0,0,0
hack life ? dicksick ank come fix water .,2,0.12,0,0,0,0,0,0,0
Bitches aggravate like inspires biggest cunt known man kind ?,2,0.133,0,0,0,0.3,0,0.2,0
Hell hath fury like sound technician scorned'That quote right,2,0.12,0,0,0,0.111,0,0.222,0.222
"verge crying intro thesis paper gone computer glitch ! , drawing board",2,0.16,0,0,1,0,0,0,0
ramos best burning haters head,2,0.067,0,0,0,0,0,0,0
"kickass day Seaworld , retarded 15 year old guys , X - Men Origins . Win day ?",2,0.24,0.056,0.111,0,0.056,0,0.056,0
"impression arouse anger . , angry respects . ~Richard M . Nixon",2,0.16,0.083,0.083,2,0.083,0,0.167,0
letting Explosions Sky express pent - emotions works 38 hours . hour 39 = crap . paper sight .,2,0.253,0,0.211,0,0,0,0.053,0.053
venus fly traps god forsaken country . gah .,2,0.12,0,0,0,0.111,0,0,0
Marcus Rojo worst player seen . Useless toasting burning bastard,2,0.133,0,0.1,0,0,0,0.1,0
m going respond let mistake . sucka - stroking .,2,0.133,0,0,0,0,0,0,0.1
computer nt loading page Twitter . . .,2,0.107,0,0.125,2,0,0,0,0
ohhhh stress ! guys waste time,2,0.08,0,0,0,0,0,0,0.167
"45 minutes waiting , project finally printed . . . .",2,0.147,0,0.091,3,0,0,0,0
cold bus people feel need open windows ?,2,0.107,0,0,0,0,0,0,0
little sister sure hold grudge 😂 😂 😂,2,0.107,0,0.375,0,0,0,0.125,0
"Seriously , crappy programme god damned cauliflower - spend hour phone ?",2,0.16,0,0,0,0.083,0,0.083,0
"mean watching pilot , nice group actors perform story lines dripping relentless nihilism .",2,0.187,0,0,0,0,0,0,0
Connie fuming Bake went ' fuck starting vodka ',2,0.12,0,0.222,0,0,0,0.111,0
Jeg angrer bare på en ting så langt livet . jeg ikke fikk meg twitter før .,2,0.227,0,0.059,0,0,0,0,0
bbm tool . Holy cow . anymore .,2,0.107,0,0,0,0.125,0,0,0
feel travel 700 miles pick form arrives post days leave .,2,0.147,0,0.091,0,0,0,0,0
"Look bitch , want driver license YA HEARD .",2,0.12,0.222,0,0,0,0,0.111,0
-'For taking care life solve life problems .,2,0.107,0,0,0,0,0,0,0
nt u normal chocolate MandMs cinema anymore ? !,2,0.12,0,0.111,1,0,0,0,0
Fox switched game . Tied 32 - 32 minutes left .,2,0.147,0,0.182,0,0,0,0,0
Boy oh boy ! weekday schedule crazy ! matter tired takes smile Kai face frown,2,0.2,0,0.067,0,0.067,0,0.067,0.067
momma irritate asking questions like gone,2,0.08,0,0,0,0.167,0,0.167,0
Dear STOP messing delicious French recipes ! ! ! ! ! stop putting word French xxx title ! ! !,2,0.267,0.05,0.1,6,0.05,0,0,0
wish dos Bank PHB feelings . . . Dis 1 dull wit swaggs .,2,0.187,0.071,0.143,2,0,0,0,0
going albums finding pictures ex demolishing shit . .,2,0.12,0,0,1,0,0,0.222,0
biggest pet peeves clothes constantly fall hangers .,2,0.107,0,0,0,0,0,0.125,0
shits bout real b ri matt,2,0.08,0,0,0,0,0,0.333,0
angry gambling bill passed Massachusetts . state trashy .,2,0.12,0,0.111,0,0,0,0.111,0
Fehler:501,2,0.013,0,1,0,0,0,0,0
Connivers blind existential fury,2,0.053,0,0,0,0,0,0.25,0.25
NA kids relentless,2,0.04,0.333,0.333,0,0.333,0,0,0
Wish doors kids stop crying minute !,2,0.093,0,0,0,0.143,0,0,0
"rich Mac , gon na Twitter iPhone app exactly want .",2,0.147,0,0.182,0,0,0,0,0
HATE Chain Messages . . send 10 people bring luck ! ! & ! ! ! ,2,0.227,0.059,0.118,4,0,0,0.059,0.059
close hyping housemate bringing boys football 11 . 30 tuesday night .,2,0.16,0,0.333,0,0.083,0,0,0
yell oven cook food faster,2,0.067,0,0,0,0,0,0.2,0
persons opinion offend,2,0.04,0,0,0,0,0,0.333,0.333
"guy raging hard rocket league game , beat started crying laughing hard lol",2,0.173,0,0,0,0.077,0,0.154,0.154
sittin waitin coffee grown farm town going bed,2,0.107,0,0,0,0,0,0,0
Deal Deal fucking wank . shit pointless program . fuck ! ? ! ? ! ?,2,0.213,0,0,5,0,0,0.062,0
"bury killed . bury "" living anger "" functions seed grows Bitterness Tree .",2,0.187,0,0.071,0,0,0,0.214,0.214
built disconnection fron Source provides peace,2,0.08,0,0,0,0.167,0,0,0
hold grudge year barely hold minutes,2,0.08,0,0.167,0,0,0,0.167,0
cuss let feel stranger .,2,0.067,0,0,0,0,0,0.2,0
Love Ruff Stern Point League Joke,2,0.08,0,0.167,0,0.167,0,0,0
"think Paul bitter , pastry",2,0.067,0,0.2,0,0,0,0.2,0
absolutely hate neighbors dog barks fucking time fucking reason,2,0.12,0,0,0,0,0,0.111,0.111
"4 hours , 15 eyelets , 4 bleeding fingers , headache . . . . finally find little tool punches holes fabric .",2,0.307,0,0.13,3,0,0,0.043,0.087
"Terrible quarterbacking , strong defensive efforts strong - legged kicking = Good football game",2,0.187,0,0,0,0.071,0,0.143,0.071
Jim Steakout til 5 <3 need come fake boyfriend creeps away LOLZ,2,0.16,0.083,0.25,0,0,0,0,0
Weak people revenge . Strong people forgive . Intelligent people ignore .,2,0.16,0,0,0,0,0,0.083,0.083
wiiiiiide awake tired day !,2,0.067,0,0,0,0,0,0,0
"accepted days , blowing .",2,0.067,0,0,0,0,0,0,0
hour football practice boiling sun 2hr volleyball practice BOILING SUN,2,0.133,0.2,0.2,0,0,0,0,0
"nails , smudged . redid , smudged process . left smudged nails broken nail file",2,0.2,0,0,0,0,0,0,0.067
sick rigging tomorrow .,2,0.053,0,0.25,0,0,0,0,0.25
Twisting financial aid arm . Wayne Stated soml .,2,0.12,0,0.111,0,0,0,0.111,0.111
"hate girls respect walk acting like complete idiots bit attention guy ,",2,0.16,0,0,0,0.25,0,0.167,0.083
satisfy light leave eyes know longer draws breath,2,0.107,0,0,0,0.125,0,0,0
Bloody parking ticket 😒 💸,2,0.067,0,0,0,0,0,0.2,0.2
find initiative thing 😧,2,0.053,0,0,0,0,0,0,0
Getting ripped people supposed help - sucks . war . wo let slide .,2,0.187,0,0,0,0,0,0,0.071
""" hi , hi , r u , gu thnks , u ? Yh , gud thx :) "" conversation . want kill person started",2,0.333,0,0,1,0,0,0.04,0.04
hate local clubs city think local band lead guitarist brings thousands place . WON'T !,2,0.2,0.067,0.067,0,0,0,0.067,0.067
odd thing . thankfully deaths . crazy afternoon turned !,2,0.133,0,0,0,0.1,0,0.2,0.2
"m holiday round , fuming !",2,0.08,0,0,0,0.167,0,0.167,0
got rage building inside n think gunna blow soon .,2,0.133,0,0,0,0,0,0.1,0.1
Cheap pout brodcast,2,0.04,0,0,0,0,0,0,0
Twitter wo change profile picture .,2,0.08,0,0,0,0,0,0,0
Gah ! left glasses work reading giving headache . believe need days . Old age .,2,0.213,0,0.062,0,0,0,0,0
asked Jared marry said .,2,0.067,0,0.2,0,0.2,0,0,0
Took quiz ! break ? ! drag -__- best motivation,2,0.133,0,0,1,0,0,0,0
feeling u u wanna punch wall !,2,0.093,0,0,0,0,0,0.143,0.143
people realize awful music radio ? explore discover . like radio tells .,2,0.173,0,0,0,0.154,0,0,0.077
"Y'all bitches angry bitter , truly suck lol",2,0.107,0,0,0,0,0,0.375,0
"moment shower gets cold like "" fuck ! ! """,2,0.133,0,0,2,0.1,0,0,0
favorite classic cars Plymouth fiery .,2,0.08,0,0.167,0,0.167,0,0,0
"earlier tweet said "" think youngest person . . . """,2,0.147,0,0,3,0,0,0,0
"like , cool , tell stop lying meandleading ! gwksxpnqvq",2,0.133,0,0,0,0.1,0,0,0
"Great , Jay coming Daniel . ready rage .",2,0.12,0,0.222,0,0.111,0,0.111,0.111
hate fabric shopping Mother . drives absolutely INSANE . time,2,0.133,0.1,0,0,0,0,0.2,0.2
time precious waste,2,0.04,0,0,0,0.333,0,0,0
Actually fuming wear Saturday,2,0.053,0,0.25,0,0,0,0.25,0
"Thank Justin Bieber , future generations gon na singing "" shawty "" Xmas fucking word .",2,0.213,0,0.125,0,0.188,0,0,0
Manchester derby home,2,0.04,0,0.333,0,0.333,0,0,0
"Littlewoods advert decided dispel importance Father Christmas ? magic , rapping children .",2,0.173,0,0.154,0,0.154,0,0,0
runs anger like RB cause virgin,2,0.08,0.167,0,0,0.167,0,0.167,0
hitting children discipline raging hypocrite .,2,0.08,0,0,0,0,0,0.333,0.167
disappointed actually consider Taylor Swift role Eponine movie version Les Mis . . . .,2,0.2,0,0.2,2,0,0,0,0
"Gentle answer turns away wrath , harsh word stirs anger .",2,0.147,0,0,0,0,0,0.273,0.182
bad things . . . . . . . need stop thinking !,2,0.173,0,0,6,0,0,0.077,0.077
pay good money watch slap pout Candice .,2,0.107,0,0.125,0,0.25,0,0.125,0
duty brings people . . .,2,0.08,0,0,2,0,0,0,0
English teacher added project final . 1 week school left .,2,0.147,0,0.182,0,0,0,0,0
"Bad drivers use horn , swear irked comfort vehicle .",2,0.133,0,0,0,0.1,0,0.2,0.1
outrage Kessel tweet butthurt USA players hilarious .,2,0.107,0.125,0.25,0,0.125,0,0.125,0
mad minuscule try ruin somebodies life like lose job like federal prison,2,0.16,0,0,0,0.167,0,0.25,0.25
People act . mind clouded .,2,0.08,0,0,0,0,0,0,0
bitch walk past mccafe cup ! ?,2,0.093,0,0,1,0,0,0.143,0
"ugh , feel like shit . thoughts running head ! hate ungrateful people bad things happen amazing people ?",2,0.253,0,0,0,0.105,0,0.158,0.105
Asher begging Christmas tree Halloween . Husband says buying . WTF ?,2,0.16,0.083,0.333,0,0.083,0,0,0
Freakin play station turning PSN long,2,0.08,0.167,0.167,0,0.167,0,0,0
"Fuck . . Wait . time , FUCK .",2,0.12,0.111,0,1,0,0,0,0
Fuckin hell seeing face makes fume,2,0.08,0,0.167,0,0,0,0.333,0.167
""" passed Away nt Cry , Cuz let feel STRANGER "" --2pac",2,0.16,0.083,0,1,0,0,0,0
"think jus Gods nt live new zealand fams , cuz God knows . . . jeeeesus christ",2,0.227,0,0,2,0.176,0,0,0
"m definitely bitter yellow ranger asian , asian representation hollywood essentially shrug",2,0.16,0,0.083,0,0,0,0.083,0
testing,2,0.013,0,0,0,0,0,0,0
time remove CB team . Screw . Rip Band - Aid . sting bit .,2,0.2,0.067,0.133,0,0,0,0.133,0.067
. . Fuck . ready semester .,2,0.093,0,0,1,0,0,0,0
"Perfect expressing limits 140 chars . hand , think twice sending . pause button !",2,0.2,0,0.067,0,0.067,0,0,0
Better watch ya think wo fight care bout got thing coming,2,0.147,0,0,0,0,0,0.182,0.091
"impression arouse anger . , angry respects . ~Richard M . Nixon",2,0.16,0.083,0.083,2,0.083,0,0.167,0
mind raging want end,2,0.053,0,0,0,0,0,0.25,0.25
"end things ready relationship , 3 weeks later dating ?",2,0.133,0,0.1,0,0.1,0,0,0
hate taxes . solid $ 80 today instead $ 67 .,2,0.147,0,0.273,0,0,0,0.091,0.091
real nails long look fake . . . pinky nail breaks nails look weird . 4 long ass nails 1 numb !,2,0.293,0,0.091,2,0,0,0,0
Forever raging 😏 😂 😭,2,0.067,0,0,0,0,0,0.2,0.2
love black people . . . . . . . . . . people irritate living hell outta cause different . 😑,2,0.293,0,0,9,0.045,0,0.091,0.045
