t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
suddenly feel fearful tal,3,0.125,0,0,0,0,0.25,0.25,0.25
feel vulnerable sharing things write hit publish button,3,0.25,0,0,0,0,0,0.125,0.125
feel weird yesterday onwards,3,0.125,0,0.25,0,0,0,0,0
exposed dead bodies,3,0.094,0,0,0,0,0.333,0.333,0.333
nt explain feel dreams night shaken,3,0.188,0,0.167,0,0.167,0,0,0
feel bit strange wonder think,3,0.156,0,0,0,0.2,0,0,0
like feel shy don burden heavy love let choose better destiny,3,0.344,0,0,0,0.182,0,0,0
notice self policing occurs result feeling intimidated seemingly knowing overseer wields power fight win,3,0.438,0,0,0,0.143,0,0.143,0.143
feel pressured perform certain way percent time conversations sports specialty music feel authentic having discussions,3,0.469,0,0,0,0.067,0,0,0
m feeling insecure lately pissed people,3,0.188,0,0,0,0,0.167,0.167,0
feel hesitant,3,0.062,0,0,0,0,0,0,0
scared let feel deeply people frightened let div style clearboth padding,3,0.344,0,0,0,0,0.091,0.091,0.182
feeling helpless inability heal prefer empowered light divine let life,3,0.312,0,0,0,0.1,0.1,0,0.1
notice clients session m feeling pressured time complete,3,0.25,0,0,0,0.125,0,0,0
feeling anxious lately nt goals,3,0.156,0,0,0,0,0,0,0.2
ill feel fearful paranoid,3,0.125,0,0,0,0,0.5,0.25,0.75
m feeling distressed traveling,3,0.125,0,0,0,0,0.25,0,0.25
m happy wants feel doubtful s,3,0.188,0,0,0,0.167,0,0,0
change nt nt start digging money large ensemble disadvantaged youth lest feel pressured royally screwed come laundry day nt begrudge making effort,3,0.688,0,0.045,0,0.045,0,0.045,0
feel shaky twitchy upset stomach sweating feel restless thing helps feel better smoking,3,0.406,0,0,0,0,0.077,0,0
knew nt know area presents new way teaching learning leaves educator trade feeling confused inadequate excited mean students,3,0.562,0,0,0,0.111,0,0,0
feel agitated want life end,3,0.156,0,0,0,0,0,0.2,0
feel shaken groundless retreat mental places find familiarity,3,0.25,0,0,0,0,0,0,0
feel afraid face great opponent competition afraid argue argument important afraid maybe envy success debate,3,0.469,0,0,0,0.133,0,0.133,0.2
remember feeling truly terrified,3,0.125,0,0,0,0,0,0,0.25
parker process feel raptors reluctant,3,0.156,0,0,0,0,0,0,0.2
feel apprehensive slipping spell everyday life,3,0.188,0,0,0,0,0,0,0.167
think feeling little overwhelmed,3,0.125,0,0,0,0,0.25,0,0
right feel incredibly vulnerable putting struggle,3,0.188,0,0,0,0,0,0,0.333
thought exciting know talked permission drink feeling unsure right probably indication bad idea,3,0.406,0,0,0,0.077,0,0.077,0.077
feel helpless cry help need love,3,0.188,0,0,0,0.167,0.333,0,0.167
feel paranoid scared going said,3,0.156,0,0,0,0,0,0.2,0.4
feel restless content,3,0.094,0,0,0,0.333,0,0,0
m feeling little confused presently somewhat disconnected weekly classes,3,0.281,0,0.111,0,0.111,0,0,0
thought promising sign creator writer feel apprehensive confident schedule soon hectic beginning january,3,0.406,0,0.077,0,0.077,0,0,0.077
ve feeling fearful past couple weeks,3,0.188,0,0.167,0,0,0.167,0.167,0.167
feel little unsure diaries makes remember times facing bigger challenges overcome remember strong woman,3,0.438,0,0,0,0,0,0,0
feeling scared thinking world going fit kids new school,3,0.281,0,0,0,0.111,0,0.222,0.111
feel little strange sort happening word mouth right,3,0.25,0,0,0,0,0,0,0
feel vulnerable bedroom,3,0.094,0,0,0,0,0,0,0.333
don t prepare food m highly anxious don t usually prepare meals feel overwhelmed,3,0.438,0,0,0,0,0.071,0,0.071
feel like shaky voice,3,0.125,0,0,0,0.25,0,0,0
invited speak scbwi agents party felt things honour excitement sudden rush realisation speaking room budding authors illustrators swiftly followed feeling nervous,3,0.656,0,0,0,0.143,0,0,0.048
vow best parent world child power stop child feeling frightened vulnerable,3,0.344,0,0,0,0.091,0.091,0,0.182
wo nt feel intimidated,3,0.125,0,0,0,0,0,0.25,0.25
feel anxious troubled soul bone deep weariness brought things messing calling shots making wrong decisions need deep rem sleep,3,0.594,0,0,0,0.053,0.105,0.053,0.105
feeling extremely paranoid falling sleep,3,0.156,0,0,0,0,0,0,0.2
feeling bit inhibited trying clarify,3,0.156,0,0,0,0,0,0,0
feel insecure mouth,3,0.094,0,0,0,0,0.333,0,0
feel offering ultimatum scare away know indecisive,3,0.219,0,0,0,0,0,0.143,0.143
certainly realize m going struck remove hammer admit feel somewhat unprotected thought having,3,0.406,0,0,0,0,0,0.077,0
feel shaky disoriented time stand m miserable,3,0.219,0,0,0,0,0.143,0.143,0
hate think post feel intimidated walk door find works fitness healthier lifestyle journey,3,0.406,0,0,0,0,0.077,0.231,0.154
think music need cheesy sounds feel strange believe conviction inner knowledge nt happy making music,3,0.469,0,0,0,0.2,0,0.067,0.067
feel little uncertain usually ok uncertainty gave notice leave end july knew feeling wise year august living understand,3,0.562,0,0.111,0,0,0,0,0
m feeling weird simply m stressed film semester,3,0.25,0,0,0,0,0,0,0.125
wanted hug adeesha tightly feeling shy arushi cursing met shaking hands,3,0.344,0,0,0,0.091,0.091,0.091,0.182
steady slightly dipped lunch nt feel shaky weak,3,0.25,0,0,0,0,0.125,0,0
feel like alarmed question,3,0.125,0,0,0,0.25,0,0,0.25
afraid shell like feeling insecure,3,0.156,0,0,0,0.2,0.2,0,0.4
mean qualify close ones feel afraid thoughts loud,3,0.25,0,0,0,0.125,0,0,0.125
feel like time receive skincare m little apprehensive giving products try,3,0.344,0,0,0,0.091,0,0,0.091
feeling veryyyy helpless mirai s singing skills lack,3,0.25,0,0,0,0.125,0.125,0,0.125
d probably feel reluctant keeping domesticated animals,3,0.219,0,0,0,0.143,0,0,0
sure shopping trips short allow time outside sit cup coffee feel getting agitated,3,0.406,0,0,0,0,0,0.077,0
crossed street,3,0.062,0,0,0,0,0,0.5,0
transfixed drops cascading waterfall m feeling uptight need shower feel like ve sloughed old skin come shiny new,3,0.562,0,0,0,0.056,0,0,0
feeling paranoid,3,0.062,0,0,0,0,0,0,0.5
fear feeling ache pain m paranoid android,3,0.219,0,0,0,0,0.429,0.143,0.429
nt witness hand wo nt details feeling nervous,3,0.25,0,0,0,0,0,0,0.125
m starting feel little skeptical,3,0.156,0,0,0,0,0,0,0
feel timid going ball s teed fear hitting cement like earth underneath send jolt steel shaft blades causing injury shoulders spine,3,0.656,0,0,0,0.048,0.095,0.143,0.095
m feeling afraid uncertainty plans ve fall apart futures unclear c,3,0.344,0,0,0,0,0,0,0.091
nt feel like talk things easily intimidated end,3,0.25,0,0,0,0.125,0,0.125,0.125
want want fear offending feeling doubtful actions,3,0.219,0,0,0,0,0.286,0.286,0.286
feel skeptical hear feel trying control,3,0.188,0,0,0,0,0,0,0
feel agitated yes d leaping joy screaming irish weather,3,0.281,0,0.111,0,0,0,0.222,0.111
old understand seeing truly feel tortured eviscirated mother,3,0.25,0,0,0,0,0.125,0.125,0.125
feeling insecure unsure wandering trying soak items sale thing chatted cast members,3,0.375,0,0,0,0,0.083,0,0
received congratulations m happy guys feeling hesitant leap excitement spare bedroom purchasing new born nappies sobbing buy teeny tiny pairs socks,3,0.656,0,0,0,0.095,0.048,0,0
feel soooo agitated luh,3,0.125,0,0,0,0,0,0.25,0
feeling nervous,3,0.062,0,0,0,0,0,0,0.5
feel like shoes job honestly skeptical actually working feel stressed energized like slept better past week usually toss turn wake times night,3,0.688,0,0.045,0,0.091,0,0,0.045
feel helpless getting caught,3,0.125,0,0,0,0,0.25,0,0.25
rode feel restless breeze shifting direction,3,0.188,0,0,0,0,0,0,0
feeling distraught vote bears colts,3,0.156,0,0,0,0,0.2,0,0.2
standing knows long hating m feeling scared helpless stop,3,0.281,0,0,0,0,0.333,0.222,0.333
feeling somewhat alarmed heart attack treatment centre,3,0.219,0,0,0,0.143,0.143,0.143,0.286
feel having turn feeling suspicious,3,0.156,0,0,0,0,0,0,0
bus stop hear squeak baachan trolley feel little paranoid,3,0.281,0,0,0,0,0,0,0.111
try feel afraid fall,3,0.125,0,0,0,0,0,0,0.25
start thinking worrying man currently involved feeling strongly feel uncertain feels,3,0.344,0,0,0,0,0.091,0,0.091
feel thinks life given doubtful things change,3,0.219,0,0,0,0,0,0,0
feel weird having post pictures,3,0.156,0,0,0,0,0,0,0
feel distraught win matter hard fought ve got m doomed sit rot,3,0.375,0,0,0,0.083,0.25,0,0.167
walking subway saw group louts afraid,3,0.188,0,0,0,0,0,0,0.167
mean m feeling scared excited,3,0.156,0,0,0,0.2,0,0.2,0.2
received yellow belt feel hesitant practice learned far lest develop bad habits training unsupervised feel need improve,3,0.531,0,0,0,0,0,0.059,0.059
scared absolutely couldn t steps feeling terrified,3,0.219,0,0,0,0,0,0.143,0.286
ve found relating feeling like valancy girl constantly afraid people thought said reality trapped misgivings,3,0.469,0,0,0,0.067,0,0,0.067
m lose confidence feel like timid little girl,3,0.25,0,0,0,0.25,0.125,0,0
talk meeting expound thoughts subject fear delayed acting,3,0.25,0,0,0,0,0.125,0.125,0.125
feeling overwhelmed time wanted reminding day good good day,3,0.281,0,0,0,0.222,0.111,0,0
feel little shy showing art things ve written glimpse,3,0.281,0,0,0,0,0,0,0
feeling shaken honest think,3,0.125,0,0,0,0,0,0,0
admit m feeling pretty apprehensive,3,0.156,0,0,0,0,0,0,0.2
m feeling bit distressed,3,0.125,0,0,0,0,0.25,0,0.25
imagine pressure messi feel considering shaky relationship argentine fans thrives pressure,3,0.344,0,0,0,0.182,0,0,0
feel like completely neurotic attention seeking mother,3,0.219,0,0,0,0.286,0,0,0.143
feel indecisive life,3,0.094,0,0,0,0,0,0,0
ve feeling bit restless lately thinking trying blog,3,0.25,0,0,0,0,0,0,0
winded easily feel pretty wimpy,3,0.156,0,0,0,0,0,0,0
m feeling bit overwhelmed moment things need want,3,0.25,0,0,0,0,0.125,0,0
nt want feel wimpy,3,0.125,0,0,0,0,0,0,0
believe exercising key weight loss new lifestyle exhausted weak tired feeling shaky dizzy simply weak try walk lousy mile legs feel like lead weighted rubber bands,3,0.812,0,0,0,0.038,0.115,0,0.038
feel bit shaken right,3,0.125,0,0,0,0,0,0,0
hurt feel helpless,3,0.094,0,0,0,0,0.667,0.333,0.667
stock feel control m reluctant order,3,0.188,0,0,0,0,0,0,0
feel sceptical saying people like cammys looks,3,0.219,0,0,0,0.143,0,0,0
feeling uncomfortable found seeing curiosity rid,3,0.188,0,0,0,0,0,0,0
describe feels like watch child pain terrified completely helpless apart wiping away alligator tears snuggling close heaves sobbing left sweet little frame,3,0.688,0,0,0,0.227,0.182,0,0.182
finally hit point sit feel anxious,3,0.188,0,0,0,0,0,0.167,0.167
spent time small children feel little bit confused little girl precious thing d seen,3,0.438,0,0,0,0.071,0,0,0
ve kept m feeling shaken year bold living,3,0.25,0,0.125,0,0,0,0,0
open box find feel meloncholy reminisance instead distraught heartbreak,3,0.281,0,0,0,0,0.222,0,0
nt stop feeling nervous time presence,3,0.188,0,0,0,0,0,0,0.167
felt misunderstood conversation father experience ewi retreat difficult people different stages journeys honestly feel hesitant discuss white people learning world,3,0.625,0,0,0,0,0,0,0
thought d try demonstrate difference know nt seen feeling doubtful,3,0.312,0,0,0,0,0,0,0
wake night feel shaky nervous nauseous,3,0.188,0,0.167,0,0,0.167,0,0.167
feel nervous feel excited,3,0.125,0,0,0,0.25,0,0,0.25
feel nervous leaving kid,3,0.125,0,0,0,0.25,0,0,0.25
stop feeling scared,3,0.094,0,0,0,0,0,0.333,0.333
feel like adding distressed leather leather straps designs,3,0.25,0,0,0,0.125,0.125,0,0.125
ve answered woman twice feel reluctant office future case,3,0.281,0,0,0,0,0,0,0
feel reluctant north times goes,3,0.156,0,0,0,0,0,0,0
crazy feeling cares ll think m weird thinking certain things saying certain things,3,0.406,0,0,0,0,0,0.077,0.077
turned feels weird,3,0.094,0,0,0,0,0,0,0
feel bit unprotected,3,0.094,0,0,0,0,0,0,0
feeling little overwhelmed today grateful,3,0.156,0,0.2,0,0.2,0.2,0.2,0
torn handicap physically drained chemicals brain feel pleasure distraught showed,3,0.312,0,0,0,0.1,0.2,0,0
love maybe don t know right feel insecure need reminded loved,3,0.344,0,0,0,0.182,0.091,0,0
feel pressured laundry away hung boyfriend comes home work suggest puttered time away swatting flies performing finger marches keyboard,3,0.594,0,0,0,0.053,0,0,0
feeling strange bubble emotional detachment films watched,3,0.219,0,0,0,0,0,0,0
feel vulnerable believe,3,0.094,0,0,0,0,0,0,0.333
loved clinic left feeling confused resolution,3,0.188,0,0,0,0.167,0,0,0
know feel pressured,3,0.094,0,0,0,0,0,0,0
close having auto accident,3,0.125,0,0,0,0.25,0.25,0,0.25
feel anxious prospect,3,0.094,0,0,0,0,0,0,0.333
feel confused things hearing story,3,0.156,0,0,0,0,0,0,0
m feeling overwhelmed week projects complete fabulous importantly youngest asthma episdodes relaxing bit,3,0.406,0,0.077,0,0.231,0.077,0,0
expect ll feel confused culturally displaced times,3,0.219,0,0,0,0,0.143,0,0
feel reluctant college,3,0.094,0,0,0,0,0,0,0
feeling little bit apprehensive,3,0.125,0,0,0,0,0,0,0.25
feel strange describing interested let know add,3,0.219,0,0,0,0,0,0,0
ve spent time school d feel weird know m sec schl life future challenges,3,0.438,0,0,0,0,0,0,0
feel intimidated lets,3,0.094,0,0,0,0,0,0.333,0.333
feel weird,3,0.062,0,0,0,0,0,0,0
help wonder people wander earth feeling afraid acknowledge fears,3,0.281,0,0,0,0.111,0.111,0.111,0.222
feel apprehensive think past clouds,3,0.156,0,0,0,0,0,0,0.2
actually ridden driveway stopped gate allowed feel little anxious solo trail ride afternoon,3,0.406,0,0.077,0,0,0,0,0.077
guess things feel uncertain living arrangements new job dire finances,3,0.312,0,0,0,0,0.1,0,0.1
feel mildly distraught nt shake ve eaten napped plenty water,3,0.312,0,0,0,0,0.1,0,0.1
think feel reluctant hesitant,3,0.125,0,0,0,0,0,0,0
feel like m tortured child nt reason barga,3,0.25,0,0,0,0.125,0.125,0.125,0.125
feel like uncertain dawn ultimate pick,3,0.188,0,0,0,0.167,0,0,0
think underneath feel helpless unsure handle,3,0.188,0,0,0,0,0.167,0,0.167
thought d know feel apprehensive,3,0.156,0,0,0,0,0,0,0.2
feel like ve tortured,3,0.125,0,0,0,0.25,0.25,0.25,0.25
probably need fall order realize lifetime fluke nt help feeling totally paranoid thing,3,0.406,0,0,0,0,0,0,0.077
feel doubtful said mother discovery man suddenly verbal child thing shoes,3,0.344,0,0,0,0,0,0,0
suspect great voters feel skeptical disinfranchised voting process,3,0.25,0,0,0,0.125,0,0,0.125
feel like weird,3,0.094,0,0,0,0.333,0,0,0
filled overwhelming feelings agitated write realized missing vital life,3,0.281,0,0,0,0.111,0.222,0.111,0
m feeling agitated pats upcoming trip israel,3,0.219,0,0,0,0,0,0.143,0
m feeling neurotic depressed anxious,3,0.156,0,0,0,0,0.2,0,0.6
want audience feel conflicted uncomfortable process discovering women,3,0.25,0,0,0,0,0,0.125,0.125
glad came feeling distraught,3,0.125,0,0,0,0.25,0.25,0,0
m feeling maybe nt feeling heres m feeling makes uncomfortable asks heres nicer look,3,0.438,0,0,0,0,0,0,0
feel nt mention nt feel insecure,3,0.188,0,0,0,0,0.167,0,0
feel helpless m far away,3,0.156,0,0,0,0,0.2,0,0.2
feeling indecisive attending tomorrow s caucus,3,0.188,0,0.167,0,0,0,0,0
hope relate feeling kind feel like m talking neurotic self,3,0.312,0,0,0,0.3,0,0,0.1
m feeling pressured ve vowed tree decemberst,3,0.219,0,0,0,0,0,0,0
feeling scared right,3,0.094,0,0,0,0,0,0.333,0.333
listen hours feeling threatened slightest bit shocked,3,0.219,0,0,0,0,0,0.143,0.286
started feeling little shaky realized nt eaten post race maybe sugar little low,3,0.406,0,0,0,0,0,0,0
don t know m feeling agitated jumpy,3,0.219,0,0,0,0,0,0.143,0
feel suspicious come little bit earned credibility news sitting mainstream,3,0.312,0,0,0,0,0,0,0
feeling restless teary flat sad strange today,3,0.219,0,0.143,0,0,0.286,0,0
know m young m teenager feel insecure looks bit glow makes feel self conscious nt wear,3,0.5,0,0,0,0.062,0.062,0,0
feel apprehensive reviews think plus yann martel,3,0.219,0,0.143,0,0,0,0,0.143
feel s hands wrap m frightened thinking trying hurt,3,0.281,0,0,0,0,0.222,0.111,0.222
went family doctor suggested excruciating pain looked wrong feeling believe reluctant vacation work,3,0.406,0,0,0,0.154,0.077,0,0.154
parents eldest home midnight male stranger phoned spoke rough language hung heard walking outside door,3,0.469,0,0.067,0,0.067,0,0,0
m sitting room feeling fearful,3,0.156,0,0,0,0,0.2,0.2,0.2
tendency close friends personal opinions life heart leads analyzing trait relationship feel skeptical happen reasons nt,3,0.5,0,0,0,0.25,0,0,0
going lately starting feel wimpy,3,0.156,0,0,0,0,0,0,0
awoke feeling agitated nervous previous day albeit different reasons,3,0.281,0,0.111,0,0,0,0.111,0.111
feeling agitated,3,0.062,0,0,0,0,0,0.5,0
feel anxious returning work,3,0.125,0,0,0,0,0,0,0.25
ve feeling restless past year honestly nt finger,3,0.25,0,0.125,0,0,0,0,0
sit year later feel hesitant,3,0.156,0,0.2,0,0,0,0,0
feel uptight,3,0.062,0,0,0,0,0,0,0
suspect easily influenced people particularly feeling uncertain opinions instincts,3,0.281,0,0,0,0,0,0,0.111
feel insecure feel anxious throw planning mode,3,0.219,0,0,0,0,0.143,0,0.143
feel doubtful,3,0.062,0,0,0,0,0,0,0
expectations life accomplishing clearing garden stress feel frantic effective efficient simply living peace,3,0.406,0,0,0,0.154,0,0,0.154
feel helpless got change soon,3,0.156,0,0,0,0,0.2,0,0.2
love feeling completely vulnerable reed,3,0.156,0,0,0,0.4,0,0,0.2
don t want feel frantic burned engage activities enjoy,3,0.281,0,0,0,0.111,0,0,0.111
feel insecure crazy overall feel understanding know likes loves,3,0.281,0,0,0,0.222,0.111,0.111,0.111
feel like things like happen time kid frightened,3,0.25,0,0,0,0.375,0.125,0,0.125
