t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
12 SENTENCE TRANSLATIONS THURSDAY . SRSLY ROMEO ? !,2,0.111,0.556,0.222,1,0.000,0.000,0.000,0.000
awkward moment ditched anniversary night .,2,0.074,0.000,0.167,0,0.000,0.000,0.000,0.000
wish madden story mode . like Fifa 17,2,0.099,0.000,0.125,0,0.125,0.000,0.125,0.125
"watched Nightmare City . Congratulations Umberto Lenzi , High Tension longer shittiest plot twist .",2,0.185,0.000,0.067,0,0.000,0.000,0.067,0.067
"matter "" Awesome "" . Save bother sending shitty sales pitch .",2,0.148,0.000,0.083,1,0.083,0.083,0.000,0.000
"destroys urself , needed limit .",2,0.074,0.000,0.000,0,0.000,0.167,0.167,0.167
microwaves wanna heat half meal .,2,0.074,0.000,0.167,0,0.000,0.000,0.167,0.000
"Trumpism likewise rests bed racial resentment knowingly intentionally , long Trump got politics .",2,0.173,0.000,0.143,0,0.000,0.143,0.071,0.000
"Absolutely raging changes CAS , joke",2,0.074,0.167,0.167,0,0.000,0.000,0.167,0.167
hate woken early FUCKING DOG BARKING PARK OUTSIDE WINDOW HAPPENS FUCKING DAY,2,0.148,0.750,0.000,0,0.000,0.083,0.083,0.083
( whisper ) frown .,2,0.062,0.000,0.000,0,0.000,0.200,0.000,0.000
"want talk Evil Dead remake . things sacred ( churches , Star Wars , etc . ) FUCKING BRUCE CAMPBELL",2,0.247,0.150,0.050,1,0.000,0.100,0.100,0.150
thirst easily quenched,2,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
ooh look copy pasting jokes websites dick .,2,0.099,0.000,0.000,0,0.000,0.000,0.125,0.000
fuck lost psychology book,2,0.049,0.000,0.000,0,0.000,0.250,0.000,0.000
FUCK . slept,2,0.037,0.333,0.000,0,0.000,0.000,0.000,0.000
wait study hour C vocab quiz,2,0.074,0.167,0.167,0,0.000,0.000,0.000,0.000
"man ways earn succes , . talk like know , STFU ! !",2,0.160,0.077,0.077,2,0.077,0.000,0.077,0.000
"deaths , road rage , violations road , despite widely accepted concept ' personal accountability ' driving",2,0.210,0.000,0.000,0,0.000,0.118,0.176,0.176
"Mum stingy water Bacardi coke , save Barcadi .",2,0.111,0.000,0.222,0,0.000,0.000,0.000,0.000
Got $ 20 tip drunk Uber passenger . Today $ 25 parking ticket . blame karma dumb ass forgot pay meter .,2,0.272,0.000,0.136,0,0.000,0.000,0.000,0.000
"➨ "" LET ANGER - Acid Burns Away Delicate Layers . . . H P P N E S S "" ~unk",2,0.272,0.409,0.000,3,0.000,0.000,0.045,0.000
"people understand concept "" biting """,2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
"swear , given choice , man life . worrying nannies f*d . , .",2,0.173,0.000,0.000,2,0.000,0.071,0.000,0.071
"Arrg , Handball blood boil fury !",2,0.086,0.000,0.143,0,0.000,0.000,0.143,0.286
L board match paper teams moment showing field . Denver,2,0.123,0.100,0.100,0,0.000,0.000,0.000,0.000
Threw bat dad game haha,2,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
grandmas playing chirstmas music makes want punch things .,2,0.111,0.000,0.000,0,0.222,0.000,0.111,0.111
point Fred Hoiberg heart doctor concerned ?,2,0.086,0.000,0.143,0,0.143,0.000,0.000,0.000
"hate insurance companies . day fuck , let know .",2,0.123,0.000,0.000,0,0.000,0.100,0.100,0.100
yell oven cook food faster,2,0.062,0.000,0.000,0,0.000,0.000,0.200,0.000
Weak people revenge . Strong people forgive . Intelligent people ignore .,2,0.148,0.000,0.000,0,0.000,0.083,0.083,0.083
ballot . home Red Sox player win .,2,0.099,0.000,0.125,0,0.250,0.000,0.000,0.000
Shout moms wakin prematurely ! Preciate,2,0.074,0.000,0.000,0,0.000,0.000,0.167,0.000
"look like raging bitch , obnoxiously laughing funny . think middle ground .",2,0.160,0.000,0.000,0,0.154,0.000,0.154,0.077
green Taurus sale ( kinda car parents wanna ) save lot parking lot refuse look !,2,0.198,0.000,0.062,0,0.000,0.000,0.000,0.000
OMG ! ! ! ! LEARN DRIVE ! YOU'RE 49 YEARS OLD !,2,0.160,0.462,0.077,3,0.000,0.000,0.000,0.000
"Like aggravate constantly , byeeeeeeee",2,0.062,0.000,0.000,0,0.200,0.200,0.200,0.000
"Outfit della digital hypster : tavola da snowboard , Macbook Air , iPhone 4 , Oxford - ish accent , boot neri , fuseaux verdi , maglia rossa .",2,0.358,0.000,0.103,0,0.000,0.000,0.000,0.000
hate narrow minded / arrogant people . Wake hell .,2,0.123,0.000,0.000,0,0.000,0.200,0.200,0.200
"talk REvolutions lately , maybe start Evolution ? high concept ?",2,0.136,0.000,0.000,0,0.000,0.000,0.091,0.000
Alex growl . . 😂 😂 😂,2,0.086,0.000,0.571,1,0.000,0.000,0.143,0.143
""" Catch "" DVD rented Blockbuster . com yesterday cracked . Figured 35 minutes movie .",2,0.198,0.062,0.188,0,0.000,0.000,0.000,0.000
ok got madden 17 refunded got ta wait days money got ta pre - order fifa . . . .,2,0.247,0.000,0.100,3,0.050,0.000,0.050,0.050
Great destructive sword,2,0.037,0.000,0.000,0,0.333,0.000,0.333,0.333
"majority people irritate fuck , cba people ahahah",2,0.099,0.000,0.000,0,0.000,0.000,0.125,0.000
Need da gun range relieve sum,2,0.074,0.000,0.000,0,0.167,0.000,0.167,0.167
went mva license find m scheduled week .,2,0.099,0.000,0.125,0,0.000,0.000,0.000,0.000
family spa Arizona cube staring excel,2,0.074,0.000,0.167,0,0.333,0.000,0.000,0.000
"Hate bathroom window left open gets cold , freezes bathroom",2,0.123,0.000,0.000,0,0.000,0.100,0.100,0.100
mad minuscule try ruin somebodies life like lose job like federal prison,2,0.148,0.000,0.000,0,0.167,0.333,0.250,0.250
witnessed episode christmas rage ! ! Wooooo hoooooo ! ♥ watching people lose time year ! ! !,2,0.222,0.000,0.000,4,0.056,0.056,0.056,0.056
got angry telling ' 40 year old guy looking girl like ' felt,2,0.160,0.000,0.077,0,0.077,0.000,0.077,0.000
toys R advert makes want scream .,2,0.086,0.143,0.000,0,0.000,0.000,0.143,0.143
"animosity Hillary comes conspiracy theories perception , animosity Trump based says .",2,0.148,0.000,0.167,0,0.000,0.000,0.167,0.000
hope hustle offend,2,0.037,0.000,0.000,0,0.333,0.333,0.333,0.333
hate shopping mother,2,0.037,0.000,0.000,0,0.000,0.333,0.333,0.333
womb tomb ? like mind tomb tried shove theology .,2,0.123,0.000,0.000,0,0.100,0.200,0.100,0.000
"Aidy : * physics question*Aidy : ' . . . ok , gon na ask Tristan cause wanna aggravate '",2,0.247,0.000,0.050,5,0.000,0.050,0.050,0.000
"mac miller fucking "" remixes "" eminem song , die . sir , forever ruined classic .",2,0.210,0.000,0.059,0,0.000,0.118,0.059,0.118
stuck stupid Jeuno flag . Wish Windy fishing,2,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
bitter today 😐,2,0.037,0.000,0.333,0,0.000,0.333,0.333,0.000
easy hold grudge harder let .,2,0.074,0.000,0.000,0,0.000,0.000,0.167,0.000
Dear God person mind Die ( Ameen ),2,0.099,0.000,0.125,0,0.125,0.125,0.000,0.125
Asher begging Christmas tree Halloween . Husband says buying . WTF ?,2,0.148,0.083,0.333,0,0.083,0.000,0.000,0.000
hair going red . . . dyed black wanted black :(,2,0.136,0.000,0.000,2,0.000,0.000,0.000,0.000
"Anger , resentment , hatred destroyer fortune today . '",2,0.123,0.000,0.100,1,0.100,0.300,0.400,0.200
use getting early asf shit goin irritate .,2,0.099,0.000,0.000,0,0.000,0.000,0.250,0.000
Oh shit ! solve base !,2,0.074,0.000,0.000,0,0.000,0.000,0.167,0.000
adults commiting crimes protest . ( like burning library ) expecting warning ?,2,0.160,0.000,0.000,1,0.077,0.000,0.077,0.077
momentary madness . -Horace,2,0.049,0.000,0.000,0,0.000,0.250,0.250,0.250
Righteous BLOWS CLAMS . surveys situation obeys GOD spite satanic aggravation .,2,0.148,0.250,0.000,0,0.083,0.083,0.250,0.000
wen u hear ur frends girl dik starting 2 piss u rite,2,0.148,0.000,0.167,0,0.000,0.000,0.083,0.000
mouldy oldie cause nt new music ipod,2,0.086,0.000,0.000,0,0.143,0.000,0.000,0.000
Smh gon na house 2 days instead celebrating Thanksgiving w/ babygirl fam paid,2,0.160,0.000,0.154,0,0.154,0.000,0.000,0.000
* Premier Inn TVs bolted surprisingly strongly table * Daybreak proofing ?,2,0.148,0.000,0.083,0,0.083,0.000,0.000,0.000
home sick today decide test fire alarms apartment,2,0.099,0.000,0.125,0,0.125,0.125,0.000,0.375
Hearing roommate music makes want punch .,2,0.086,0.000,0.000,0,0.143,0.000,0.143,0.143
Having 30 songs phone earphone working absolute nut ! ! !,2,0.136,0.000,0.091,2,0.000,0.000,0.000,0.000
Wake good 30 mins later kill . FFS,2,0.099,0.125,0.125,0,0.125,0.125,0.125,0.125
"waiting campus escort hour unacceptable . tired need sleep . vcu , act .",2,0.173,0.000,0.071,0,0.000,0.000,0.000,0.000
Forever raging 😏 😂 😭,2,0.062,0.000,0.000,0,0.000,0.000,0.200,0.200
Undifferentiated patent closest patron braininess ideas incense offensive lineman : wHYaNEWG,2,0.136,0.000,0.000,0,0.000,0.000,0.182,0.000
find perfect journal article essay pay read . Arggggggggggggh !,2,0.123,0.000,0.000,0,0.100,0.000,0.000,0.000
got rage building inside n think gunna blow soon .,2,0.123,0.000,0.000,0,0.000,0.000,0.100,0.100
month til bday think time flaunt got pretty awesome,2,0.111,0.000,0.000,0,0.222,0.000,0.000,0.000
"Bought e - machine friend . Cheap , motherboard fried . . .",2,0.160,0.000,0.000,2,0.077,0.000,0.000,0.000
honestly hate person . like people person truly despise hate .,2,0.136,0.000,0.000,0,0.091,0.182,0.273,0.182
want dress asos petite range :'(,2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
"payin Somethin Mind Better Choice , Shit Begg 2 Differ ignorin makes Worse U Wanna Fight",2,0.198,0.062,0.000,0,0.000,0.000,0.125,0.062
"looking save place , better hide yer dream self ! !",2,0.136,0.000,0.000,1,0.091,0.000,0.000,0.091
akhirnya nyalain leptop lagi buat YM ! ! hurry chat sleepy ! !,2,0.160,0.077,0.077,2,0.000,0.000,0.000,0.000
"Gah , sprained LEFT ankle . . . got torn ligament right foot . Looks like walking cane",2,0.222,0.056,0.000,2,0.056,0.056,0.000,0.000
Deal Deal fucking wank . shit pointless program . fuck ! ? ! ? ! ?,2,0.198,0.000,0.000,5,0.000,0.000,0.062,0.000
"hate lawn mower . soul , condemn fiery pits Hell .",2,0.136,0.000,0.000,0,0.091,0.273,0.273,0.273
Stuck train 4 stops away home hungry annoying child,2,0.111,0.000,0.111,0,0.111,0.000,0.111,0.000
"phones getting fixed finally , whip phone wall . . .",2,0.136,0.000,0.000,2,0.000,0.000,0.091,0.000
maps yeah yeah yeahs came radio today burst tears,2,0.111,0.000,0.111,0,0.000,0.111,0.000,0.000
m writing exam SATURDAY illegal weekend ?,2,0.086,0.143,0.286,0,0.000,0.000,0.000,0.143
outrage black man kills black man streets ?,2,0.099,0.000,0.000,0,0.000,0.125,0.250,0.125
Police wanna called pigs actin like em . . . . honestly insult pigs,2,0.173,0.000,0.000,3,0.071,0.000,0.071,0.000
"Perfect expressing limits 140 chars . hand , think twice sending . pause button !",2,0.185,0.000,0.067,0,0.067,0.000,0.000,0.000
love people plans actually including process,2,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
"learned let resentment people hurt , keeping like swallowing poison expecting die .",2,0.160,0.000,0.000,0,0.077,0.308,0.231,0.231
"blind man trying find way o toillet . . . moving train , stumbles lil indian woman mumbles s drunk . . HES BLIND",2,0.296,0.083,0.042,3,0.000,0.083,0.000,0.000
anger boiling .,2,0.037,0.000,0.000,0,0.000,0.000,0.333,0.000
Wrinkles merely hide frown . - Mark Twain,2,0.099,0.000,0.125,1,0.000,0.125,0.000,0.125
fun clients come time,2,0.049,0.000,0.000,0,0.250,0.000,0.000,0.000
"( Sam ) Brown Law : offend people style fake , break Island .",2,0.173,0.000,0.143,0,0.000,0.071,0.071,0.071
"people morning twitter ? , like talk twitter .",2,0.111,0.000,0.111,1,0.111,0.000,0.000,0.000
People work stressing .,2,0.049,0.000,0.000,0,0.000,0.000,0.000,0.250
Girls irritate lol,2,0.037,0.000,0.000,0,0.000,0.000,0.333,0.000
"Wow , bored . . . pissed left library card Booky Wook . . .",2,0.185,0.000,0.067,4,0.000,0.000,0.067,0.000
"issues . instance , paying service provide = hell raining .",2,0.136,0.000,0.000,0,0.000,0.091,0.091,0.091
asshole neighbours ( foreign ) beating kids ; screaming crying . Sound like infants . Dad called security .,2,0.235,0.000,0.053,0,0.105,0.105,0.158,0.105
people add / accept people fb know moan complete freaks !,2,0.136,0.000,0.000,0,0.091,0.000,0.000,0.091
"getting offended furious writers style isn;t taste ultimately daft , suppose .",2,0.148,0.000,0.000,0,0.000,0.083,0.167,0.083
"takes man suffer ignorance smile . , matter .",2,0.111,0.000,0.000,1,0.111,0.111,0.000,0.111
Whhhhhyyyyy Gordon Ramsey ruining Christmas advert ? ! ! ! ? ?,2,0.148,0.000,0.167,5,0.083,0.083,0.083,0.083
"discriminate generates hateAnd hate bound irate ,",2,0.086,0.000,0.000,0,0.000,0.286,0.429,0.143
gawwddd ! 6 headshotss inna row ? m fyaaahhh !,2,0.123,0.000,0.100,0,0.000,0.000,0.000,0.000
pissed right . Ready kill .,2,0.074,0.000,0.000,0,0.000,0.167,0.333,0.167
fucking mad blood boiling .,2,0.062,0.000,0.000,0,0.000,0.200,0.200,0.400
LVG bribed refs Utd personal revenge . foul prick .,2,0.123,0.100,0.100,0,0.000,0.000,0.300,0.100
famous effort tweet people ! ! !,2,0.086,0.000,0.000,2,0.000,0.000,0.000,0.000
going City round revenge .,2,0.062,0.000,0.000,0,0.000,0.000,0.200,0.200
Listening Joey helps anger .,2,0.062,0.000,0.200,0,0.000,0.000,0.200,0.000
140 characters rant shit tory government . rich richer let poor rot hole .,2,0.173,0.000,0.071,0,0.000,0.071,0.143,0.071
ya girl,2,0.025,0.000,0.000,0,0.000,0.000,0.000,0.000
"Nazi Germany 1st state legally protect animal rights . Hitler took cyanide , tested pill dog Blondie .",2,0.222,0.000,0.222,0,0.056,0.000,0.000,0.056
study today chemistry playing madden way fun .,2,0.099,0.000,0.125,0,0.250,0.000,0.125,0.125
guys irritate,2,0.025,0.000,0.000,0,0.000,0.000,0.500,0.000
"Anger energy . . . right , ? complimented good , sick sense humour .",2,0.185,0.000,0.000,3,0.133,0.067,0.067,0.067
kind need bash fucking head table right .,2,0.099,0.000,0.000,0,0.125,0.000,0.000,0.000
wave fiery cross f**kin ' !,2,0.074,0.000,0.000,1,0.000,0.000,0.167,0.000
People grudge enjoy .,2,0.049,0.000,0.000,0,0.000,0.000,0.250,0.000
gon na chill bc fake outrage fun w / e SPACE COLLEGE,2,0.148,0.167,0.000,0,0.083,0.000,0.083,0.000
lost couple niggas want revenge coach,2,0.074,0.000,0.000,0,0.000,0.167,0.167,0.167
Everton playing fume day,2,0.049,0.000,0.250,0,0.250,0.000,0.250,0.000
Thanks TTC . driven listen Break Stuff .,2,0.099,0.125,0.125,0,0.125,0.000,0.000,0.000
Stupid stupid stupid,2,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
awkward moment victoria secret nt saying sale gon na . - . -,2,0.160,0.000,0.000,3,0.000,0.000,0.000,0.000
way sleepy . . Ill watch shows lata . . Good nite twit - fam ! . . God bless ! . . XoXo,2,0.296,0.000,0.000,6,0.167,0.042,0.000,0.042
People broke computer figured wrong die house fire .,2,0.111,0.000,0.000,0,0.000,0.111,0.000,0.222
". knw oomf mad att , smh ugh andand wea tf dese muthafckas att wake mad thss smgdh",2,0.222,0.000,0.000,0,0.000,0.111,0.111,0.111
gon na KKk police bitch minimum sentence . . wattch,2,0.123,0.000,0.000,1,0.000,0.000,0.100,0.000
kidding . mistake realize change .,2,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
""" n’t play games ’re far intelligent ’ll probably lose tempers real quick . "" haha",2,0.198,0.000,0.000,1,0.062,0.062,0.062,0.000
oh great blackboard unavailable right,2,0.062,0.000,0.000,0,0.200,0.000,0.000,0.000
Gay guy work arguing gay men able blood women lower sex drives !,2,0.160,0.000,0.000,0,0.077,0.000,0.077,0.077
"swear god worst drug loving . physical withdrawals bad , emotional withdrawals sting little",2,0.173,0.000,0.000,0,0.143,0.071,0.143,0.143
"nails , smudged . redid , smudged process . left smudged nails broken nail file",2,0.185,0.000,0.000,0,0.000,0.067,0.000,0.067
advert possibly annoying thing Tv . Makes run twat clatter .,2,0.136,0.000,0.000,0,0.000,0.000,0.182,0.000
", great bout called ' wonderful love life ' ? god sake , W - - T - E - V - !",2,0.284,0.174,0.043,2,0.174,0.000,0.043,0.000
Listening Slipknot ipod time,2,0.049,0.000,0.250,0,0.000,0.000,0.000,0.000
FUCK WORLD JARREDS CAPITALIZE H LOOKS WEIRD ! FUCK FACES .,2,0.136,0.818,0.000,0,0.000,0.000,0.000,0.091
ve bought brother prezzie . nt come ve wasted money real,2,0.136,0.000,0.000,0,0.182,0.000,0.000,0.000
complain time wonder people want . acc rile . Stfuuu ! ! ! !,2,0.173,0.000,0.000,3,0.071,0.071,0.000,0.000
"Second stage loss , -screw bitch making life miserable , suffice ? ?",2,0.160,0.000,0.077,2,0.000,0.154,0.154,0.077
"impression arouse anger . , angry respects . ~Richard M . Nixon",2,0.148,0.083,0.083,2,0.083,0.000,0.167,0.000
ESPN assumed wanted free magazines,2,0.062,0.200,0.200,0,0.200,0.000,0.000,0.000
ve listened drop world times m pretty sure dog knows lyrics,2,0.136,0.000,0.000,0,0.000,0.000,0.000,0.000
HATE try help mess phone fix .,2,0.086,0.143,0.000,0,0.000,0.143,0.143,0.143
Worst setting desktop house know PEOPLE DON'T MODEM ! ! FAIL ! ! ! !,2,0.185,0.267,0.000,4,0.000,0.067,0.000,0.067
Guess holding damage surveys people kiss ass . . . asshole ask authorship,2,0.160,0.000,0.000,2,0.077,0.077,0.154,0.000
heart racing shaking,2,0.037,0.000,0.000,0,0.333,0.000,0.000,0.333
sleep try ignore botyled inside,2,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
"wish bitch stabbed rip heart . oh wait remember , DOESN'T !",2,0.148,0.083,0.000,0,0.083,0.083,0.167,0.083
Wish headache / migraine away !,2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
best revenge massive success . –Frank Sinatra,2,0.086,0.000,0.143,0,0.143,0.000,0.143,0.143
Anger prevents proper thinking makes vulnerable . - Wooden,2,0.111,0.000,0.000,1,0.000,0.000,0.111,0.111
Jesus . bus late . want kill .,2,0.099,0.000,0.125,0,0.125,0.125,0.125,0.125
Realizing holding grudge long immaturity wisdom,2,0.074,0.000,0.000,0,0.000,0.167,0.167,0.000
Love UPS holidays conspire cost comic stores business delivering books waaay late .,2,0.160,0.077,0.000,0,0.154,0.000,0.077,0.077
home sick today day decide test fire alarms apartment building,2,0.123,0.000,0.100,0,0.100,0.100,0.000,0.300
knew softballs sting bad ? Jimmy Fallon lot heat andldquo;softballandrdquo ; Donald Trump interview,2,0.173,0.000,0.143,0,0.000,0.000,0.214,0.143
teams face Barca Bayern defeat ones face wrath,2,0.099,0.000,0.125,0,0.000,0.125,0.125,0.125
""" passed Away nt Cry , Cuz let feel STRANGER "" --2pac",2,0.148,0.083,0.000,1,0.000,0.083,0.000,0.000
"FUUUUUUUUUUUUUU ! spent hour recording Let Play friends , apparently Skype convo record . GAH !",2,0.198,0.125,0.188,0,0.125,0.000,0.000,0.000
Dear Indians . . hard swallow try swallow bitter pill . . . . . Pakistan number Test cricket ! ! !,2,0.272,0.000,0.091,7,0.000,0.045,0.045,0.000
hate selfish people ! ask thing youcant,2,0.086,0.000,0.000,0,0.000,0.143,0.143,0.143
understand sitting rt 287 20 min . Let gooooo !,2,0.123,0.000,0.100,0,0.000,0.000,0.000,0.000
LT skins game yesterday,2,0.049,0.250,0.250,0,0.000,0.000,0.000,0.000
-we dill . . know ta handle . .,2,0.111,0.000,0.000,2,0.000,0.000,0.000,0.000
revenge soon,2,0.025,0.000,0.000,0,0.000,0.000,0.500,0.500
. . . worse : read phone !,2,0.099,0.000,0.000,2,0.000,0.000,0.000,0.000
people offended kendall ends photo shoot like seriously shut fuck,2,0.123,0.000,0.000,0,0.100,0.200,0.200,0.200
love fighting boyfriend stupid shit :(,2,0.074,0.000,0.000,0,0.167,0.000,0.333,0.167
hack life ? dicksick ank come fix water .,2,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
sin play ' Frosty Snowman ' snow outside !,2,0.111,0.000,0.111,0,0.111,0.111,0.111,0.111
built disconnection fron Source provides peace,2,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
News night report vulture capitalists . sure watch bed time .,2,0.136,0.000,0.000,0,0.000,0.000,0.000,0.000
Freezing . Cold . Shower .,2,0.074,0.000,0.167,0,0.000,0.000,0.000,0.000
worst waiting winter break m leave school till Tuesday . till .,2,0.148,0.000,0.167,0,0.000,0.000,0.000,0.000
